"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SL","2024-09-03","83.6","-1.38","5.35","Kwan, Steven",680757,663903,,"foul",,,,,9,"Steven Kwan called out on strikes.","R","L","R","KC","CLE","S",,,2,2,2024,"0.42","-0.12","0.46","1.37",,,,0,1,"Top",,,,,666023,,,3.458502416329401,-121.93258961054529,-2.6898657374235753,3.6574298736797286,20.052507050562294,-33.092681338342466,"3.18","1.45",31,"90.8",-1,"85.3",2472,"6.9",746264,663903,666023,521692,672580,657557,677951,669004,664728,502054,"53.61",,,,,,,,1,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",89,"0","0","70.01334","7.27906"
"SL","2024-09-03","83","-1.36","5.35","Kwan, Steven",680757,663903,,"called_strike",,,,,7,"Steven Kwan called out on strikes.","R","L","R","KC","CLE","S",,,2,1,2024,"0.58","-0.23","-0.45","1.49",,,,0,1,"Top",,,,,666023,,,0.9549636721718753,-120.93105917172699,-1.9834429351933367,5.5519209674167405,21.63957986410101,-34.33160632442864,"3.27","1.48",,,,"84.4",2478,"6.9",746264,663903,666023,521692,672580,657557,677951,669004,664728,502054,"53.55",,,,,,,,1,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",84,"0","-0.062",,
"FF","2024-09-03","91.3","-1.33","5.29","Kwan, Steven",680757,663903,,"ball",,,,,12,"Steven Kwan called out on strikes.","R","L","R","KC","CLE","B",,,1,1,2024,"-0.24","1.28","1.38","3.1",,,,0,1,"Top",,,,,666023,,,7.4294826586534715,-132.94793331390358,-2.502034742573372,-4.274914938980792,24.572873604066842,-16.483092340543447,"3.26","1.5",,,,"93",2591,"6.9",746264,663903,666023,521692,672580,657557,677951,669004,664728,502054,"53.55",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",206,"0","0.048",,
"SL","2024-09-03","83.5","-1.29","5.32","Kwan, Steven",680757,663903,,"ball",,,,,14,"Steven Kwan called out on strikes.","R","L","R","KC","CLE","B",,,0,1,2024,"0.24","-0.03","0.12","0.76",,,,0,1,"Top",,,,,666023,,,2.803724818922955,-121.74930632055356,-4.142465802583191,1.9506881518467958,21.033116456978526,-31.970898535870568,"3.3","1.51",,,,"85.1",2523,"7",746264,663903,666023,521692,672580,657557,677951,669004,664728,502054,"53.54",,,,,,,,1,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",83,"0","0.023",,
"SI","2024-09-03","93.5","-1.33","5.22","Kwan, Steven",680757,663903,,"called_strike",,,,,4,"Steven Kwan called out on strikes.","R","L","R","KC","CLE","S",,,0,0,2024,"-1.16","0.95","-0.53","2.32",,,,0,1,"Top",,,,,666023,,,4.709877327443576,-136.1023408627149,-3.9243677632059843,-15.514587830507056,27.86200828611092,-19.737042971860745,"3.4","1.48",,,,"95.3",2431,"7.1",746264,663903,666023,521692,672580,657557,677951,669004,664728,502054,"53.35",,,,,,,,1,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0","-0.033",,
"CH","2024-09-02","83","-1.77","6.49","Kwan, Steven",680757,608379,"field_out","hit_into_play",,,,,7,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","X",7,"fly_ball",3,2,2024,"-1.28","0.61","-0.58","1.91",,666310,677587,1,5,"Top",72.07,118.34,,,521692,,,5.302145759310108,-120.6392838672923,-5.197554038108743,-13.57317437913109,24.396464616614033,-25.393056750420218,"3.18","1.45",233,"80.9",48,"83.7",1590,"6.9",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.58",0.031,0.048,"0",1,0,0,3,34,8,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",243,"0.045","-0.576","67.4003","7.10081"
"FC","2024-09-02","90.3","-1.96","6.27","Kwan, Steven",680757,608379,,"ball",,,,,11,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","B",,,2,2,2024,"-0.02","0.99","-0.01","4.18",,666310,677587,1,5,"Top",,,,,521692,,,4.952843827205114,-131.64029924664985,-1.45476853386126,-1.1415711841212923,24.227746297623575,-20.479821652266626,"3.15","1.42",,,,"91.7",2248,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.77",,,,,,,,34,7,"Cutter",1,2,2,1,2,1,2,1,"Standard","Standard",190,"0","0.168",,
"SI","2024-09-02","93.6","-1.71","6.29","Kwan, Steven",680757,608379,,"foul",,,,,5,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","S",,,2,2,2024,"-1.28","1.17","0.24","2",,666310,677587,1,5,"Top",,,,,521692,,,7.945977931908033,-135.96748624312366,-8.018438036811196,-17.601024225700677,27.13347119649327,-16.14755480100189,"3.18","1.45",230,"77.9",54,"94.8",2106,"6.9",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.61",,,,,,,,34,6,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",221,"0","0","72.66722","6.41541"
"FF","2024-09-02","95","-1.86","6.28","Kwan, Steven",680757,608379,,"foul",,,,,1,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","S",,,2,2,2024,"-0.7","1.4","-0.58","3.26",,666310,677587,1,5,"Top",,,,,521692,,,4.963527264275655,-138.2426394870362,-5.442056919811682,-10.130580671144697,29.701865617748187,-13.213927836451285,"3.18","1.45",206,"73.5",44,"96",2189,"6.8",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.75",,,,,,,,34,5,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",218,"0","0","56.54228","5.2659"
"CH","2024-09-02","82.8","-1.68","6.48","Kwan, Steven",680757,608379,,"ball",,,,,13,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","B",,,1,2,2024,"-0.88","1.02","-1.02","1.34",,666310,677587,1,5,"Top",,,,,521692,,,3.2576451580258996,-120.35181793979731,-7.26607518974175,-9.17551953217274,24.52288734761461,-21.037551396842233,"3.15","1.42",,,,"83.4",1625,"6.9",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.63",,,,,,,,34,4,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",246,"0","0.068",,
"CH","2024-09-02","81.5","-1.86","6.53","Kwan, Steven",680757,608379,,"foul_bunt",,,,,5,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","S",,,1,1,2024,"-1.08","0.29","0.25","2.01",,666310,677587,1,5,"Top",,,,,521692,,,6.895466497293615,-118.47183028161503,-4.1761975828861395,-11.431719193860902,21.615171964233433,-28.889763052741394,"3.18","1.45",5,,,"82.6",1550,"7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.53",,,,,,,,34,3,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",247,"0","-0.078","8.20995","1.39833"
"CH","2024-09-02","79.8","-1.69","6.51","Kwan, Steven",680757,608379,,"foul",,,,,6,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","S",,,1,0,2024,"-0.92","0.81","0.29","2.37",,666310,677587,1,5,"Top",,,,,521692,,,6.175378567254159,-116.06188166417985,-3.922642344383423,-9.516297523025385,22.52675808116848,-24.27500849754934,"3.18","1.45",5,"80.3",-24,"80.6",1534,"7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.54",,,,,,,,34,2,"Changeup",1,2,2,1,2,1,2,1,"Standard","Standard",247,"0","-0.105","69.23299","6.4931"
"FF","2024-09-02","94","-1.8","6.38","Kwan, Steven",680757,608379,,"ball",,,,,11,"Steven Kwan flies out to left fielder MJ Melendez.","R","L","R","KC","CLE","B",,,0,0,2024,"-0.74","1.54","-1.51","2.85",,666310,677587,1,5,"Top",,,,,521692,,,2.4324019058180983,-136.80797488158646,-6.93710530671201,-9.85533136292001,29.10991672704319,-11.546607856267453,"3.12","1.42",,,,"95.1",2274,"6.8",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.67",,,,,,,,34,1,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",206,"0","0.058",,
"SI","2024-09-02","95","-1.68","6.26","Kwan, Steven",680757,608379,"field_out","hit_into_play",,,,,3,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","X",5,"popup",2,2,2024,"-1.23","1.04","0.49","3.19",,,,2,3,"Top",72.89,155.59,,,521692,,,8.482764418116158,-138.10640266860952,-4.756885770027482,-17.569633098168463,29.252923678577655,-17.990246380964187,"3.18","1.45",172,"66.7",57,"95.8",2151,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.82",0.003,0.003,"0",1,0,0,3,19,7,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",213,"0.012","-0.084","58.9621","5.27135"
"FC","2024-09-02","90.6","-2.01","6.29","Kwan, Steven",680757,608379,,"foul",,,,,1,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","S",,,2,2,2024,"-0.02","1.15","-0.65","3.03",,,,2,3,"Top",,,,,521692,,,3.478623349673516,-131.99084053964805,-4.79265357015926,-0.8751011314440146,24.14959846600706,-17.86952516427066,"3.18","1.45",197,"73.9",32,"91.9",2202,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.79",,,,,,,,19,6,"Cutter",1,0,0,1,0,1,0,1,"Standard","Standard",200,"0","0","55.26278","5.53483"
"SI","2024-09-02","95.9","-1.81","6.33","Kwan, Steven",680757,608379,,"foul",,,,,11,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","S",,,2,2,2024,"-1.04","1.35","-0.55","3.48",,,,2,3,"Top",,,,,521692,,,5.738357691208782,-139.644609731047,-5.070290145030169,-14.923003280165947,29.331350935438703,-13.543906466296015,"3.18","1.45",215,"80.7",21,"96.9",2235,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.84",,,,,,,,19,5,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",214,"0","0","55.56538","5.10907"
"CH","2024-09-02","83.5","-1.92","6.43","Kwan, Steven",680757,608379,,"ball",,,,,13,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","B",,,1,2,2024,"-1.08","-0.17","-0.14","-0.32",,,,2,3,"Top",,,,,521692,,,6.276598289606931,-121.12766406943065,-8.622926198623777,-11.985533062413273,28.143771048995163,-32.060333189232885,"3.15","1.45",,,,"83.2",1505,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.8",,,,,,,,19,4,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",239,"0","0.015",,
"SI","2024-09-02","94.5","-1.79","6.3","Kwan, Steven",680757,608379,,"called_strike",,,,,8,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","S",,,1,1,2024,"-1.01","1.28","-0.11","1.6",,,,2,3,"Top",,,,,521692,,,6.663895299679825,-137.22437574398992,-9.45665142597109,-14.25950303496133,31.524239034736546,-13.977233412965855,"3.12","1.42",,,,"94.9",2158,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.78",,,,,,,,19,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",214,"0","-0.025",,
"CH","2024-09-02","81.6","-1.69","6.53","Kwan, Steven",680757,608379,,"ball",,,,,14,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","B",,,0,1,2024,"-0.96","0.8","0.03","0.9",,,,2,3,"Top",,,,,521692,,,5.780745318927047,-118.45818987596188,-7.576011350488427,-10.216772851204153,24.851815482135116,-23.336334853136673,"3.21","1.48",,,,"81.9",1638,"6.9",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.65",,,,,,,,19,2,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",243,"0","0.011",,
"FF","2024-09-02","93.5","-1.58","6.43","Kwan, Steven",680757,608379,,"called_strike",,,,,4,"Steven Kwan pops out to third baseman Paul DeJong in foul territory.","R","L","R","KC","CLE","S",,,0,0,2024,"-0.64","1.6","-0.53","2.29",,,,2,3,"Top",,,,,521692,,,4.131378414361372,-135.84619512361363,-8.464259928201763,-8.798617905523455,30.130047449897997,-10.7354393722628,"3.08","1.42",,,,"94",2101,"6.7",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.81",,,,,,,,19,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",207,"0","-0.016",,
"FF","2024-09-02","97.7","-3.34","5.43","Kwan, Steven",680757,674444,"field_out","hit_into_play",,,,,1,"Steven Kwan flies out to center fielder Kyle Isbel.","R","L","R","KC","CLE","X",8,"fly_ball",0,1,2024,"-0.63","1.18","-0.39","2.81",,,,2,7,"Top",90.6,78.02,,,521692,,,9.488893351598117,-142.06411174030387,-4.345277667767574,-10.57625664251846,30.85475252773455,-15.277783263181226,"3.18","1.45",313,"96.5",18,"98.7",2088,"6.8",746265,674444,521692,493329,686681,657557,672580,669004,664728,502054,"53.72",0.394,0.412,"0",1,0,0,4,49,2,"4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard",217,"0.005","-0.083","63.88249","5.834"
"SL","2024-09-02","91.9","-3.29","5.64","Kwan, Steven",680757,674444,,"called_strike",,,,,4,"Steven Kwan flies out to center fielder Kyle Isbel.","R","L","R","KC","CLE","S",,,0,0,2024,"0.31","0.65","-0.73","1.95",,,,2,7,"Top",,,,,521692,,,5.8718971001558025,-133.73852321201358,-4.996807040639209,2.6544621715968515,25.42968892461548,-23.561400181994415,"3.02","1.39",,,,"93.1",2151,"6.8",746265,674444,521692,493329,686681,657557,672580,669004,664728,502054,"53.74",,,,,,,,49,1,"Slider",1,4,4,1,4,1,4,1,"Standard","Standard",164,"0","-0.016",,
"FF","2024-09-02","93","-1.67","6.59","Kwan, Steven",680757,608379,"field_out","hit_into_play",,,,,2,"Steven Kwan pops out to first baseman Yuli Gurriel in foul territory.","R","L","R","KC","CLE","X",3,"popup",0,0,2024,"-0.81","1.46","0.09","3.21",,,,0,1,"Top",152.77,184.29,,,521692,,,6.366943117281455,-135.30818646471187,-6.183417597490391,-11.253761140808924,26.97643597281977,-13.109828969382452,"3.18","1.45",79,"90.8",70,"94.3",2112,"6.9",746265,608379,521692,493329,686681,657557,672580,669004,664728,502054,"53.64",0.006,0.005,"0",1,0,0,3,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",205,"0.022","-0.228","68.87034","6.73694"
"SI","2024-09-01","91.2","-1.98","5.58","Kwan, Steven",680757,656605,"field_out","hit_into_play",,,,,4,"Steven Kwan flies out to left fielder Bryan Reynolds.","R","L","R","CLE","PIT","X",7,"fly_ball",0,0,2024,"-1.48","0.73","-0.49","2.48",,,677587,2,4,"Bot",79.87,93.97,,,680779,,,6.926481087243197,-132.59883041219692,-3.3793702609886838,-18.919796582210555,31.44251430065493,-23.094155518714757,"3.2","1.45",285,"82.8",40,"90.8",2407,"6.3",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"54.19",0.011,0.011,"0",1,0,0,3,31,1,"Sinker",3,0,3,0,0,3,3,0,"Standard","Standard",224,"-0.011","-0.228","63.91933","6.28934"
"CU","2024-09-01","77.5","-1.78","5.87","Kwan, Steven",680757,656605,"field_out","hit_into_play",,,,,13,"Steven Kwan grounds out, first baseman Rowdy Tellez to pitcher Mitch Keller.","R","L","R","CLE","PIT","X",3,"ground_ball",1,2,2024,"0.95","-1.25","-0.85","1.63",,,595978,2,2,"Bot",147.65,162.33,,,680779,,,0.2428374041073924,-112.81184827415242,0.21154697906243491,8.003765225678654,22.262900051924866,-43.052043462538066,"3.2","1.45",5,"65.3",-19,"77.5",2553,"6.4",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"54.05",0.054,0.056,"0",1,0,0,2,16,4,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",37,"-0.016","-0.165","68.00637","6.93861"
"FF","2024-09-01","95.1","-2.02","5.61","Kwan, Steven",680757,656605,,"ball",,,,,11,"Steven Kwan grounds out, first baseman Rowdy Tellez to pitcher Mitch Keller.","R","L","R","CLE","PIT","B",,,0,2,2024,"-0.78","1.35","-0.98","3.59",,,595978,2,2,"Bot",,,,,680779,,,4.5119447513355775,-138.58026513131952,-2.7592159403380525,-11.077922529851037,28.343012408024705,-14.234038419762738,"3.33","1.5",,,,"96",2499,"6.6",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"53.95",,,,,,,,16,3,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",223,"0","0.023",,
"FF","2024-09-01","94.2","-2.06","5.52","Kwan, Steven",680757,656605,,"called_strike",,,,,8,"Steven Kwan grounds out, first baseman Rowdy Tellez to pitcher Mitch Keller.","R","L","R","CLE","PIT","S",,,0,1,2024,"-0.97","1.4","-0.18","2.02",,,595978,2,2,"Bot",,,,,680779,,,7.07273885603486,-137.01659151473257,-6.560571229380692,-13.695956630918472,28.336208268526203,-13.277879671719107,"3.28","1.5",,,,"95",2494,"6.6",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"53.87",,,,,,,,16,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",221,"0","-0.046",,
"SI","2024-09-01","91.9","-1.96","5.55","Kwan, Steven",680757,656605,,"called_strike",,,,,5,"Steven Kwan grounds out, first baseman Rowdy Tellez to pitcher Mitch Keller.","R","L","R","CLE","PIT","S",,,0,0,2024,"-1.39","0.98","-0.14","2.17",,,595978,2,2,"Bot",,,,,680779,,,7.640833055627704,-133.58526428327025,-4.853497308917408,-18.292239014469775,28.691383794375312,-19.537739042429557,"3.26","1.48",,,,"92.2",2462,"6.5",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"53.98",,,,,,,,16,1,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",225,"0","-0.039",,
"FF","2024-09-01","96","-1.88","5.76","Kwan, Steven",680757,670280,"walk","ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,3,1,2024,"-0.53","1.38","-0.96","3.29",,,,1,8,"Bot",,,,,680779,,,3.6707876673726445,-139.75312510463158,-4.078414505920566,-7.763201544083566,32.84166344076161,-13.364171230855113,"3.2","1.47",,,,"96.6",2280,"6.7",746592,670280,680779,642133,693304,669707,643396,668804,572191,650559,"53.81",,0.689131,"0.7",1,0,0,,64,5,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",211,"0.001","0.162",,
"FF","2024-09-01","96.6","-1.82","5.84","Kwan, Steven",680757,670280,,"called_strike",,,,,2,"Steven Kwan walks.","R","L","R","CLE","PIT","S",,,3,0,2024,"-0.49","1.42","-0.25","3.02",,,,1,8,"Bot",,,,,680779,,,5.333943594498851,-140.48805246072973,-5.180493892487018,-7.721023769767167,33.59958129802654,-12.402999923238138,"3.2","1.49",,,,"97.1",2431,"6.7",746592,670280,680779,642133,693304,669707,643396,668804,572191,650559,"53.77",,,,,,,,64,4,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",208,"0","-0.051",,
"FF","2024-09-01","96.5","-1.85","5.85","Kwan, Steven",680757,670280,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,2,0,2024,"-0.47","1.32","-0.81","3.76",,,,1,8,"Bot",,,,,680779,,,3.884693715129325,-140.577155146725,-3.024506528074151,-7.118935110604624,31.417129193107026,-14.241886452175798,"3.2","1.54",,,,"97.6",2343,"6.8",746592,670280,680779,642133,693304,669707,643396,668804,572191,650559,"53.7",,,,,,,,64,3,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",208,"0","0.088",,
"FF","2024-09-01","96.6","-1.96","5.86","Kwan, Steven",680757,670280,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,1,0,2024,"-0.5","1.32","-1.43","3.91",,,,1,8,"Bot",,,,,680779,,,2.5633771772617906,-140.7122454574291,-2.666907802789367,-7.204446441041226,32.75465380452119,-14.218373500311898,"3.2","1.47",,,,"97.4",2430,"6.7",746592,670280,680779,642133,693304,669707,643396,668804,572191,650559,"53.78",,,,,,,,64,2,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Standard","Standard",209,"0","0.046",,
"CU","2024-09-01","75.7","-1.96","5.79","Kwan, Steven",680757,670280,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,0,0,2024,"0.63","-0.82","-0.13","3.63",,,,1,8,"Bot",,,,,680779,,,2.690842431262009,-110.11238561822124,4.025335721311994,4.6602899819552945,19.00938867115927,-39.756335805609304,"3.2","1.44",,,,"75.7",2334,"6.3",746592,670280,680779,642133,693304,669707,643396,668804,572191,650559,"54.24",,,,,,,,64,1,"Curveball",6,1,6,1,1,6,6,1,"Standard","Standard",41,"0","0.025",,
"ST","2024-09-01","81.7","-2.1","5.48","Kwan, Steven",680757,656605,"strikeout","swinging_strike",,,,,14,"Steven Kwan strikes out swinging.","R","L","R","CLE","PIT","S",2,,1,2,2024,"1.55","0.21","1","1.12",,,,0,1,"Bot",,,,,680779,,,4.010135019699011,-118.87143888036064,-3.5892917212068616,13.70407138427765,25.322599959922123,-29.67302487546144,"3.2","1.45",,,,"81.7",2782,"6.6",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"53.93",,0,"0",1,0,0,,4,4,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",68,"-0.021","-0.167","71.06458","7.93399"
"FC","2024-09-01","88.5","-2.15","5.65","Kwan, Steven",680757,656605,,"foul",,,,,4,"Steven Kwan strikes out swinging.","R","L","R","CLE","PIT","S",,,1,1,2024,"0.18","0.48","-0.64","2.08",,,,0,1,"Bot",,,,,680779,,,3.3295527762250394,-128.88558577203958,-3.695164814505893,1.3213987582149895,25.059362603869317,-26.22329144452479,"3.2","1.45",142,"88.9",11,"88.9",2415,"6.4",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"54.14",,,,,,,,4,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",187,"0","-0.051","57.58001","5.54777"
"CU","2024-09-01","77.1","-1.87","5.78","Kwan, Steven",680757,656605,,"called_strike",,,,,4,"Steven Kwan strikes out swinging.","R","L","R","CLE","PIT","S",,,1,0,2024,"0.97","-1.14","-0.64","2.15",,,,0,1,"Bot",,,,,680779,,,0.8611110865835696,-112.22009374836509,1.399818035706749,7.964091808695923,22.372997276491546,-42.22837875189481,"3.2","1.49",,,,"77.2",2569,"6.6",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"53.9",,,,,,,,4,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",35,"0","-0.044",,
"SI","2024-09-01","90.9","-2.15","5.51","Kwan, Steven",680757,656605,,"ball",,,,,11,"Steven Kwan strikes out swinging.","R","L","R","CLE","PIT","B",,,0,0,2024,"-1.35","0.7","-1.01","2.72",,,,0,1,"Bot",,,,,680779,,,5.750469352393479,-132.25147355039914,-2.5686532768719164,-17.015431963685156,28.140139149636216,-23.62103619120528,"3.27","1.48",,,,"91.2",2369,"6.5",746592,656605,680779,642133,693304,669707,643396,668804,572191,650559,"54.05",,,,,,,,4,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",224,"0","0.034",,
"SL","2024-09-01","88","2.23","5.61","Kwan, Steven",680757,621366,"double_play","hit_into_play",,,,,2,"Steven Kwan bunt lines into a double play, pitcher Ryan Borucki to third baseman Jared Triolo.   Lane Thomas out at 3rd.","R","L","L","CLE","PIT","X",1,"line_drive",0,0,2024,"-0.08","0.43","0.19","2.92",657041,,677587,1,6,"Bot",125.55,184.81,,,680779,,,-4.791740914333735,-128.13302026323012,-1.3021490388712895,0.10143772674118212,26.937421716723765,-27.43697018223129,"3.2","1.45",46,"30.5",21,"88.3",2240,"6.5",746592,621366,680779,642133,693304,669707,643396,668804,572191,650559,"54.01",0.309,0.306,"0",1,0,0,1,46,1,"Slider",4,0,4,0,0,4,4,0,"Strategic","Standard",141,"-0.021","0.023",,
"SI","2024-08-31","96.6","-1.86","4.75","Kwan, Steven",680757,682847,"field_out","hit_into_play",,,,,6,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","X",3,"ground_ball",2,2,2024,"-1.14","-0.1","0.57","2.06",,,,0,6,"Bot",150.24,167.83,,,680779,,,9.16760079457074,-140.5388894003025,-1.4196584828532635,-17.00829836806417,28.020846216676645,-33.43578677851905,"3.2","1.44",5,"105.6",-24,"98.3",2221,"7",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.54",0.143,0.142,"0",1,0,0,2,40,7,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",232,"-0.04","-0.203",,
"SL","2024-08-31","85.5","-1.92","4.88","Kwan, Steven",680757,682847,,"foul",,,,,14,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","S",,,2,2,2024,"0.63","-0.26","0.44","0.85",,,,0,6,"Bot",,,,,680779,,,4.333650756276164,-124.60433481123924,-2.819901671682385,5.840969657375435,22.2111923847432,-34.539043980961715,"3.2","1.44",35,"81.8",1,"87",2413,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.62",,,,,,,,40,6,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",58,"0","0","69.13287","7.39377"
"SL","2024-08-31","85.8","-1.72","4.97","Kwan, Steven",680757,682847,,"ball",,,,,14,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","B",,,1,2,2024,"0.37","0.44","1.38","1.28",,,,0,6,"Bot",,,,,680779,,,6.645219528514366,-124.87324502094278,-3.4248857959470334,2.6290627838964697,23.73362323324158,-27.05264376517194,"3.1","1.45",,,,"86.9",2410,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.67",,,,,,,,40,5,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",79,"0","0.036",,
"SI","2024-08-31","94.1","-1.92","4.63","Kwan, Steven",680757,682847,,"foul",,,,,3,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","S",,,1,2,2024,"-0.97","0.37","0.28","2.81",,,,0,6,"Bot",,,,,680779,,,7.955866169448425,-136.842877530549,0.14800714544774896,-13.868169136608106,28.125616477970155,-27.75325224739976,"3.2","1.44",215,"77.3",19,"95.5",2206,"7",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.53",,,,,,,,40,4,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",235,"0","0","51.93763","4.7885"
