"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-08-31","95.3","-1.88","4.87","Kwan, Steven",680757,682847,,"ball",,,,,11,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","B",,,0,2,2024,"-1.16","0.75","-1.13","3.35",,,,0,6,"Bot",,,,,680779,,,4.625741253120646,-138.75235495509446,-0.050653020227597656,-15.972323345574956,30.69305634793158,-22.654050459206594,"3.22","1.47",,,,"96.3",2248,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.71",,,,,,,,40,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",241,"0","0.021",,
"SI","2024-08-31","94.5","-2","4.75","Kwan, Steven",680757,682847,,"called_strike",,,,,1,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","S",,,0,1,2024,"-1.1","0.21","-0.31","2.78",,,,0,6,"Bot",,,,,680779,,,6.914831054010631,-137.46864383909414,0.08026413473033189,-15.470909616460776,30.065480203212072,-29.787607472627755,"3.17","1.52",,,,"95.3",2284,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.75",,,,,,,,40,2,"Sinker",0,1,0,1,1,0,0,1,"Standard","Standard",234,"0","-0.049",,
"FC","2024-08-31","91.4","-1.9","4.9","Kwan, Steven",680757,682847,,"called_strike",,,,,8,"Steven Kwan grounds out to first baseman Connor Joe.","R","L","R","CLE","PIT","S",,,0,0,2024,"-0.08","0.81","-0.18","1.64",,,,0,6,"Bot",,,,,680779,,,4.568824552911403,-133.04689995929186,-4.1897999475710295,-1.9067125529389535,26.73299382938052,-21.799986142115216,"3.15","1.47",,,,"92.6",2237,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.65",,,,,,,,40,1,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",217,"0","-0.033",,
"SL","2024-08-31","86.8","-1.96","4.89","Kwan, Steven",680757,682847,"strikeout","called_strike",,,,,4,"Steven Kwan called out on strikes.","R","L","R","CLE","PIT","S",2,,1,2,2024,"0.23","0.18","-0.82","2.19",,,,2,3,"Bot",,,,,680779,,,2.267555794355461,-126.69793117338205,-0.8075041020914896,2.17504013620584,18.97762275033685,-30.27999449035783,"3.09","1.41",,,,"88.9",2282,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.68",,0,"0",1,0,0,,21,5,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",109,"-0.012","-0.069",,
"FF","2024-08-31","95.4","-1.86","4.91","Kwan, Steven",680757,682847,,"foul",,,,,2,"Steven Kwan called out on strikes.","R","L","R","CLE","PIT","S",,,1,2,2024,"-0.94","0.94","-0.18","2.86",,,,2,3,"Bot",,,,,680779,,,6.603294810288177,-138.8666326277636,-1.9419111124883464,-13.673025016702166,29.171452638528454,-19.694723166519,"3.2","1.44",207,"73.5",42,"96.7",2275,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.64",,,,,,,,21,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",234,"0","0","57.18969","5.65271"
"SL","2024-08-31","86.4","-2.05","4.85","Kwan, Steven",680757,682847,,"foul",,,,,8,"Steven Kwan called out on strikes.","R","L","R","CLE","PIT","S",,,1,1,2024,"0.39","0.36","0.16","1.69",,,,2,3,"Bot",,,,,680779,,,4.5169727039971,-125.93153261801186,-2.169541922643858,3.501031536810041,20.932369919068154,-28.098063354697327,"3.2","1.44",3,,-36,"88.3",2378,"7",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.54",,,,,,,,21,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",105,"0","-0.025","69.15651","7.02526"
"FC","2024-08-31","92.5","-2.03","4.9","Kwan, Steven",680757,682847,,"called_strike",,,,,8,"Steven Kwan called out on strikes.","R","L","R","CLE","PIT","S",,,1,0,2024,"-0.17","0.68","-0.14","1.82",,,,2,3,"Bot",,,,,680779,,,5.235833715163373,-134.79877463983365,-3.624794527647281,-3.070814842707375,26.06524325607596,-23.279956007512276,"3.11","1.49",,,,"94",2392,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.65",,,,,,,,21,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",209,"0","-0.02",,
"SL","2024-08-31","85.4","-1.99","4.94","Kwan, Steven",680757,682847,,"ball",,,,,9,"Steven Kwan called out on strikes.","R","L","R","CLE","PIT","B",,,0,0,2024,"0.42","0.08","0.75","1.43",,,,2,3,"Bot",,,,,680779,,,5.678287248607271,-124.48393867652976,-2.2764255079214815,3.471931823631567,20.638605328525937,-31.072842933757386,"3.12","1.5",,,,"87.1",2395,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.6",,,,,,,,21,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",88,"0","0.015",,
"CH","2024-08-31","87.5","-2.56","5.58","Kwan, Steven",680757,642701,"field_out","hit_into_play",,,,,13,"Steven Kwan grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.","R","L","R","CLE","PIT","X",5,"ground_ball",1,2,2024,"-1.27","0.52","-1.17","1.71",,,,2,8,"Bot",99.33,162.98,,,680779,,,5.92395971307856,-127.2020491667711,-4.233552030489937,-14.960236189927814,26.33889693775466,-25.814122175551397,"3.2","1.44",70,"65.4",7,"86.9",1993,"6",746590,642701,680779,642133,693304,669707,643396,668804,665833,650559,"54.51",0.194,0.188,"0",1,0,0,2,62,5,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",236,"-0.008","-0.069","55.06416","6.52022"
"SL","2024-08-31","87.5","-2.19","5.72","Kwan, Steven",680757,642701,,"foul",,,,,8,"Steven Kwan grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.","R","L","R","CLE","PIT","S",,,1,2,2024,"0.15","0.07","-0.01","1.71",,,,2,8,"Bot",,,,,680779,,,4.923582745289944,-127.39542233084968,-3.698558670698944,0.644773258462754,24.893622995820778,-30.854373003990137,"3.2","1.44",174,"66.8",45,"87.2",2539,"5.9",746590,642701,680779,642133,693304,669707,643396,668804,665833,650559,"54.57",,,,,,,,62,4,"Slider",0,3,0,3,3,0,0,3,"Standard","Standard",182,"0","0","62.31737","6.75106"
"SI","2024-08-31","94.8","-2.35","5.68","Kwan, Steven",680757,642701,,"foul",,,,,8,"Steven Kwan grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.","R","L","R","CLE","PIT","S",,,1,1,2024,"-1.42","1.09","-0.21","1.58",,,,2,8,"Bot",,,,,680779,,,8.69241434428692,-137.68884658860938,-7.425816838749995,-20.01362578408674,30.683677847446194,-16.804098518705576,"3.2","1.44",177,"70.5",29,"94.1",2374,"6",746590,642701,680779,642133,693304,669707,643396,668804,665833,650559,"54.49",,,,,,,,62,3,"Sinker",0,3,0,3,3,0,0,3,"Standard","Standard",224,"0","-0.025","72.92682","6.54748"
"CH","2024-08-31","87.7","-2.38","5.64","Kwan, Steven",680757,642701,,"called_strike",,,,,8,"Steven Kwan grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.","R","L","R","CLE","PIT","S",,,1,0,2024,"-1.49","0.52","-0.01","1.63",,,,2,8,"Bot",,,,,680779,,,8.737673833011664,-127.32618512200195,-4.578773488894007,-17.95412671947293,26.093632040676848,-25.790540035802437,"3.08","1.46",,,,"87.2",2145,"6.1",746590,642701,680779,642133,693304,669707,643396,668804,665833,650559,"54.42",,,,,,,,62,2,"Changeup",0,3,0,3,3,0,0,3,"Standard","Standard",234,"0","-0.02",,
"FF","2024-08-31","95.1","-2.2","5.72","Kwan, Steven",680757,642701,,"ball",,,,,11,"Steven Kwan grounds out, third baseman Jared Triolo to first baseman Rowdy Tellez.","R","L","R","CLE","PIT","B",,,0,0,2024,"-1.07","1.23","-0.97","2.58",,,,2,8,"Bot",,,,,680779,,,5.595556085686692,-138.31395273433276,-5.2720405564691015,-14.938247749728117,32.77823174223639,-15.471315302851181,"3.18","1.48",,,,"94.3",2531,"6",746590,642701,680779,642133,693304,669707,643396,668804,665833,650559,"54.49",,,,,,,,62,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",226,"0","0.015",,
"FF","2024-08-31","97.1","-2.01","4.95","Kwan, Steven",680757,682847,"walk","ball",,,,,12,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,3,2,2024,"-0.79","1.02","1.46","2.31",,,,0,1,"Bot",,,,,680779,,,11.210995585447783,-140.9832237465481,-3.9213898080466483,-13.001511724320396,30.309633904797717,-17.771781153052235,"2.96","1.38",,,,"98.2",2380,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.62",,0.689131,"0.7",1,0,0,,5,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",235,"0.036","0.333",,
"SI","2024-08-31","95.3","-1.95","4.9","Kwan, Steven",680757,682847,,"foul",,,,,8,"Steven Kwan walks.","R","L","R","CLE","PIT","S",,,3,2,2024,"-1.46","0.3","-0.01","1.4",,,,0,1,"Bot",,,,,680779,,,8.47623485424007,-138.49004031493214,-4.227579101736666,-20.739981765427814,30.901089042772437,-27.568448981450175,"3.2","1.44",187,"70.9",50,"96.2",2325,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.63",,,,,,,,5,6,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",235,"0","0","67.42092","6.83823"
"FF","2024-08-31","96.5","-1.91","5.09","Kwan, Steven",680757,682847,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,2,2,2024,"-1.14","0.88","-1.47","3.44",,,,0,1,"Bot",,,,,680779,,,3.798940353446893,-140.46189484226454,-0.8406049845356378,-15.939017826969481,31.988885505439253,-20.55343586152075,"3.11","1.46",,,,"97.4",2299,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.71",,,,,,,,5,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0","0.096",,
"FC","2024-08-31","91.4","-2.04","5.05","Kwan, Steven",680757,682847,,"called_strike",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","S",,,2,1,2024,"-0.06","1.01","-0.13","3.36",,,,0,1,"Bot",,,,,680779,,,5.0186743874711555,-133.12048501613342,-0.6007793512224365,-1.7735153585116241,26.703975644192074,-20.19353336423257,"3.14","1.44",,,,"92.6",2450,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.69",,,,,,,,5,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",200,"0","-0.062",,
"FF","2024-08-31","95.8","-2.01","5.03","Kwan, Steven",680757,682847,,"ball",,,,,4,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,1,1,2024,"-1.27","1.06","-0.81","2.15",,,,0,1,"Bot",,,,,680779,,,6.079265163594094,-139.44289737064102,-4.440041207711672,-17.927590296776767,30.691963496880238,-17.536430165442848,"3.16","1.49",,,,"96.7",2437,"6.7",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.79",,,,,,,,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",237,"0","0.048",,
"SI","2024-08-31","95","-2","4.99","Kwan, Steven",680757,682847,,"called_strike",,,,,3,"Steven Kwan walks.","R","L","R","CLE","PIT","S",,,1,0,2024,"-1.47","0.23","0.37","2.94",,,,0,1,"Bot",,,,,680779,,,9.592384054633902,-137.9990540209263,-0.18581532648756371,-20.865478832174016,30.392695009132375,-29.461162309675828,"3.08","1.43",,,,"95.9",2312,"6.9",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.6",,,,,,,,5,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",234,"0","-0.044",,
"FF","2024-08-31","95","-2.19","4.93","Kwan, Steven",680757,682847,,"ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,0,0,2024,"-1.22","0.71","-1.44","2.64",,,,0,1,"Bot",,,,,680779,,,4.749539078862426,-138.2875243687525,-1.948851490149461,-16.673629206671837,31.493678599550513,-22.856539498648182,"3.18","1.43",,,,"95.9",2352,"6.8",746590,682847,680779,656582,693304,669707,643396,668804,665833,650559,"53.67",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",235,"0","0.034",,
"SL","2024-08-30","85","1.41","5.64","Kwan, Steven",680757,663559,"single","hit_into_play",,,,,2,"Steven Kwan singles on a line drive to center fielder Oneil Cruz.   Brayan Rocchio scores.","R","L","L","CLE","PIT","X",8,"line_drive",2,2,2024,"-0.25","0.54","0.08","2.69",,677587,,2,4,"Bot",90.37,80.85,,,518735,,,-2.67124542408543,-123.77254405144339,-1.7272890191543766,-2.0669176212538427,23.764222232238858,-26.477238147913948,"3.21","1.47",136,"94.7",17,"86.9",2005,"7.4",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.12",0.491,0.514,"0.9",1,1,0,4,35,5,"Slider",3,0,3,0,0,4,4,0,"Standard","Standard",203,"0.05","0.802","61.9513","5.79385"
"FF","2024-08-30","93","1.28","5.73","Kwan, Steven",680757,663559,,"foul",,,,,4,"Steven Kwan singles on a line drive to center fielder Oneil Cruz.   Brayan Rocchio scores.","R","L","L","CLE","PIT","S",,,2,1,2024,"0.24","1.46","-0.6","2.31",,677587,,2,4,"Bot",,,,,518735,,,-5.458664358237266,-135.26148359880875,-6.296769279538147,4.137407207586194,29.48376383458974,-13.082670437795477,"3.21","1.47",260,"86.4",23,"94.8",2128,"7.4",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.13",,,,,,,,35,4,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",165,"0","-0.069","66.62702","6.04474"
"SL","2024-08-30","85.6","1.57","5.73","Kwan, Steven",680757,663559,,"ball",,,,,12,"Steven Kwan singles on a line drive to center fielder Oneil Cruz.   Brayan Rocchio scores.","R","L","L","CLE","PIT","B",,,1,1,2024,"-0.29","0.45","0.06","4.09",,677587,,2,4,"Bot",,,,,518735,,,-3.0276955194629678,-124.67355423681258,1.552049694478066,-2.464065733001851,24.49833986800036,-28.028292036047823,"3.23","1.53",,,,"87.5",2057,"7.4",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.12",,,,,,,,35,3,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",210,"0","0.043",,
"SL","2024-08-30","86.3","1.22","5.7","Kwan, Steven",680757,663559,,"ball",,,,,13,"Steven Kwan singles on a line drive to center fielder Oneil Cruz.   Brayan Rocchio scores.","R","L","L","CLE","PIT","B",,,0,1,2024,"-0.34","0.47","-0.91","1.9",,677587,,2,4,"Bot",,,,,518735,,,-4.478711975896971,-125.69934501301226,-3.841128708252255,-2.6795727507880778,25.00643787399706,-26.626961381574528,"3.22","1.51",,,,"88.1",2014,"7.4",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.15",,,,,,,,35,2,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",206,"0","0.013",,
"SL","2024-08-30","87.1","1.52","5.7","Kwan, Steven",680757,663559,,"called_strike",,,,,4,"Steven Kwan singles on a line drive to center fielder Oneil Cruz.   Brayan Rocchio scores.","R","L","L","CLE","PIT","S",,,0,0,2024,"-0.25","0.57","-0.69","2.36",,677587,,2,4,"Bot",,,,,518735,,,-4.925585982249002,-126.84627746996337,-3.098754494013355,-1.645105312965721,25.919335242614277,-25.565196138528776,"3.27","1.52",,,,"89.1",1988,"7.5",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"52.99",,,,,,,,35,1,"Slider",3,0,3,0,0,3,3,0,"Standard","Standard",193,"0","-0.045",,
"CH","2024-08-30","83.6","-1.49","5.58","Kwan, Steven",680757,593334,"field_out","hit_into_play",,,,,7,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","X",8,"fly_ball",3,2,2024,"-1.17","0.52","-0.51","1.82",,,,0,8,"Bot",108.71,72.19,,,680779,,,4.5368815351395115,-121.59019787574171,-3.214358482561673,-12.467767577288669,24.986795790962322,-26.581436649901374,"3.21","1.47",317,"87.9",36,"83.1",2351,"6.1",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"54.38",0.02,0.026,"0",1,0,0,3,76,7,"Changeup",8,7,8,7,7,8,8,7,"Standard","Standard",222,"-0.013","-0.299","71.91376","6.94653"
"CH","2024-08-30","84.2","-1.75","5.58","Kwan, Steven",680757,593334,,"foul",,,,,4,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","S",,,3,2,2024,"-1.08","0.95","-0.76","2.14",,,,0,8,"Bot",,,,,680779,,,4.4146500927844246,-122.48299304148227,-3.4656632402475385,-11.721159527981014,24.236307746957507,-22.173384422107077,"3.21","1.47",189,"69.5",51,"84",2420,"6.2",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"54.33",,,,,,,,76,6,"Changeup",8,7,8,7,7,8,8,7,"Standard","Standard",226,"0","0","63.46295","6.61721"
"CH","2024-08-30","83.2","-1.47","5.65","Kwan, Steven",680757,593334,,"foul",,,,,8,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","S",,,3,1,2024,"-1.12","0.36","-0.15","1.85",,,,0,8,"Bot",,,,,680779,,,5.235118438164306,-121.00382405581772,-2.9659270028106026,-12.034752093178682,23.586810103009814,-28.2598487623791,"3.21","1.47",102,"76",78,"83.5",2423,"6.5",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"53.96",,,,,,,,76,5,"Changeup",8,7,8,7,7,8,8,7,"Standard","Standard",226,"0","-0.076","65.19347","7.45889"
"CU","2024-08-30","79.3","-1.57","5.76","Kwan, Steven",680757,593334,,"ball",,,,,11,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","B",,,2,1,2024,"0.14","0.48","-1.25","2.38",,,,0,8,"Bot",,,,,680779,,,0.45481703285035613,-115.4977288835269,-1.5192899552779207,1.1278756513028294,21.615878882157862,-27.80100966009699,"3.27","1.49",,,,"78.7",2502,"5.8",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"54.67",,,,,,,,76,4,"Curveball",8,7,8,7,7,8,8,7,"Standard","Standard",206,"0","0.11",,
"CU","2024-08-30","78.9","-1.54","5.72","Kwan, Steven",680757,593334,,"swinging_strike",,,,,9,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","S",,,2,0,2024,"0.17","0.12","0.31","1.51",,,,0,8,"Bot",,,,,680779,,,3.6925266325715578,-114.8659320315464,-2.563240815283471,0.7865307294096258,21.302050720648484,-30.81761998235413,"3.21","1.47",,,,"78.4",2653,"5.9",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"54.61",,,,,,,,76,3,"Curveball",8,7,8,7,7,8,8,7,"Standard","Standard",345,"0","-0.058","66.65368","7.99759"
"CU","2024-08-30","79.9","-1.51","5.69","Kwan, Steven",680757,593334,,"ball",,,,,9,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","B",,,1,0,2024,"0.16","0.4","0.56","1.33",,,,0,8,"Bot",,,,,680779,,,4.235884578621603,-116.36199741018594,-3.610266681474546,0.6344543618057001,22.266198394160018,-28.048438578849815,"3.15","1.45",,,,"79.3",2461,"5.9",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"54.62",,,,,,,,76,2,"Curveball",8,7,8,7,7,8,8,7,"Standard","Standard",203,"0","0.062",,
"CU","2024-08-30","78.5","-1.61","5.87","Kwan, Steven",680757,593334,,"ball",,,,,11,"Steven Kwan flies out to center fielder Oneil Cruz.","R","L","R","CLE","PIT","B",,,0,0,2024,"0.17","0.23","-1.63","3.5",,,,0,8,"Bot",,,,,680779,,,-0.3617444304984648,-114.3957005458997,1.2723518593537069,1.5546620098364956,21.490721133148238,-30.652725872511514,"3.2","1.46",,,,"77.9",2674,"5.8",746593,593334,680779,656582,693304,669707,643396,668804,665833,650559,"54.69",,,,,,,,76,1,"Curveball",8,7,8,7,7,8,8,7,"Standard","Standard",172,"0","0.034",,
"FF","2024-08-30","90.5","1.33","5.73","Kwan, Steven",680757,663559,"field_out","hit_into_play",,,,,3,"Steven Kwan pops out to shortstop Isiah Kiner-Falefa.","R","L","L","CLE","PIT","X",6,"popup",2,0,2024,"0.28","1.43","0.52","3.16",,,595978,2,2,"Bot",104.18,139.35,,,518735,,,-2.6783327005634416,-131.90811472855526,-3.631396039694398,3.8714456267082222,26.370127913945524,-14.87445120922859,"3.21","1.47",169,"86",65,"92.6",1797,"7.3",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.19",0.003,0.004,"0",1,0,0,3,17,3,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",167,"-0.016","-0.298","63.68145","6.036"
"FF","2024-08-30","91.3","1.28","5.72","Kwan, Steven",680757,663559,,"ball",,,,,13,"Steven Kwan pops out to shortstop Isiah Kiner-Falefa.","R","L","L","CLE","PIT","B",,,1,0,2024,"0.21","1.48","-0.92","1.86",,,595978,2,2,"Bot",,,,,518735,,,-6.109645644979287,-132.81119181227638,-7.180700901006963,3.715831454702496,27.464112048317936,-13.35319657076103,"3.21","1.53",,,,"93.4",1919,"7.4",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.06",,,,,,,,17,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",163,"0","0.042",,
"CU","2024-08-30","78.6","1.56","5.81","Kwan, Steven",680757,663559,,"ball",,,,,11,"Steven Kwan pops out to shortstop Isiah Kiner-Falefa.","R","L","L","CLE","PIT","B",,,0,0,2024,"-0.23","-0.05","0","4.2",,,595978,2,2,"Bot",,,,,518735,,,-2.9991584349195453,-114.43313377542071,3.469481936049342,-1.4503830489459084,20.559849979054835,-33.440145322971894,"3.25","1.52",,,,"79.6",1650,"6.9",746593,663559,518735,642133,693304,669707,643396,668804,665833,641856,"53.6",,,,,,,,17,1,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",276,"0","0.028",,
"FF","2024-08-30","90.7","-1.82","5.32","Kwan, Steven",680757,593334,"walk","ball",,,,,11,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,3,1,2024,"-0.74","1.32","-1.54","3.01",,,,0,6,"Bot",,,,,518735,,,2.28523038147639,-132.07798245635922,-2.6791730054053904,-9.192831873542332,28.411031623808242,-16.389504886698038,"3.23","1.49",,,,"90.2",2595,"6",746593,593334,518735,642133,693304,669707,643396,668804,665833,641856,"54.52",,0.689131,"0.7",1,0,0,,59,5,"4-Seam Fastball",8,7,8,7,7,8,8,7,"Standard","Standard",222,"0.031","0.257",,
"FF","2024-08-30","90.8","-1.67","5.33","Kwan, Steven",680757,593334,,"called_strike",,,,,9,"Steven Kwan walks.","R","L","R","CLE","PIT","S",,,3,0,2024,"-0.61","1.25","0.41","1.86",,,,0,6,"Bot",,,,,518735,,,6.502897401879677,-132.0774430228868,-5.451027767900989,-8.590224133880477,28.54136252502883,-16.53195737354359,"3.24","1.47",,,,"90.7",2617,"6.3",746593,593334,518735,642133,693304,669707,643396,668804,665833,641856,"54.2",,,,,,,,59,4,"4-Seam Fastball",8,7,8,7,7,8,8,7,"Standard","Standard",228,"0","-0.081",,
"FF","2024-08-30","91.5","-1.74","5.35","Kwan, Steven",680757,593334,,"ball",,,,,13,"Steven Kwan walks.","R","L","R","CLE","PIT","B",,,2,0,2024,"-0.82","1.15","-1.1","0.97",,,,0,6,"Bot",,,,,518735,,,3.345288444721037,-133.079407236051,-7.59574386931183,-10.404442666459893,28.96045169073711,-17.109005825632636,"3.19","1.47",,,,"90.8",2607,"5.9",746593,593334,518735,642133,693304,669707,643396,668804,665833,641856,"54.56",,,,,,,,59,3,"4-Seam Fastball",8,7,8,7,7,8,8,7,"Standard","Standard",224,"0","0.132",,
